Date,Open,High,Low,Close,Adj Close,Volume
2017-11-09,622.312012,670.135986,619.257996,654.302979,654.302979,710387008
2017-11-10,651.775024,1034.770020,651.775024,1007.419983,1007.419983,5195420160
2017-11-11,1001.640015,1403.660034,910.721985,1340.449951,1340.449951,5139769856
2017-11-12,1346.969971,2477.649902,1215.579956,1388.859985,1388.859985,8371319808
2017-11-13,1381.819946,1501.160034,1043.000000,1353.989990,1353.989990,4850570240
2017-11-14,1346.729980,1390.209961,1211.390015,1273.530029,1273.530029,1697910016
2017-11-15,1269.790039,1326.390015,1191.979980,1212.400024,1212.400024,1321779968
2017-11-16,1202.170044,1210.359985,876.570984,900.776001,900.776001,2034690048
2017-11-17,909.158020,1217.420044,863.979004,1185.479980,1185.479980,3203429888
2017-11-18,1197.430054,1388.109985,1197.430054,1254.530029,1254.530029,3053769984
2017-11-19,1260.949951,1262.339966,1144.079956,1172.050049,1172.050049,1285910016
2017-11-20,1172.430054,1236.010010,1167.280029,1236.010010,1236.010010,800052992
2017-11-21,1220.780029,1224.150024,1140.880005,1176.969971,1176.969971,772859008
2017-11-22,1175.060059,1335.250000,1171.599976,1303.310059,1303.310059,1517619968
2017-11-23,1302.229980,1683.810059,1299.949951,1683.810059,1683.810059,4112090112
2017-11-24,1651.859985,1782.829956,1575.760010,1648.510010,1648.510010,3128960000
2017-11-25,1634.000000,1656.550049,1535.770020,1571.270020,1571.270020,1560039936
2017-11-26,1571.390015,1758.609985,1563.349976,1735.660034,1735.660034,1593049984
2017-11-27,1722.930054,1742.400024,1607.790039,1622.569946,1622.569946,1391459968
2017-11-28,1621.170044,1629.479980,1543.079956,1546.180054,1546.180054,1274880000
2017-11-29,1541.630005,1673.229980,1332.140015,1359.709961,1359.709961,2345250048
2017-11-30,1380.359985,1468.750000,1222.099976,1389.780029,1389.780029,1211730048
2017-12-01,1381.810059,1482.680054,1300.459961,1462.680054,1462.680054,965150976
2017-12-02,1462.060059,1502.369995,1415.489990,1434.979980,1434.979980,574510016
2017-12-03,1435.359985,1649.300049,1420.599976,1559.930054,1559.930054,1476739968
2017-12-04,1560.160034,1580.109985,1498.979980,1576.920044,1576.920044,780633984
2017-12-05,1580.160034,1623.160034,1498.000000,1501.849976,1501.849976,1032800000
2017-12-06,1498.489990,1530.650024,1396.160034,1430.099976,1430.099976,1154620032
2017-12-07,1430.709961,1454.729980,1323.750000,1330.930054,1330.930054,1285209984
2017-12-08,1329.160034,1731.319946,1247.930054,1464.130005,1464.130005,2553979904
2017-12-09,1464.630005,1526.400024,1353.900024,1410.060059,1410.060059,1059609984
2017-12-10,1411.839966,1411.839966,1226.209961,1323.069946,1323.069946,885886016
2017-12-11,1320.000000,1453.489990,1316.849976,1423.380005,1423.380005,922792000
2017-12-12,1427.380005,1638.290039,1427.380005,1615.030029,1615.030029,1386249984
2017-12-13,1616.989990,1702.530029,1497.939941,1607.650024,1607.650024,1245190016
2017-12-14,1600.670044,2080.409912,1593.150024,1966.140015,1966.140015,2717410048
2017-12-15,1974.660034,1974.660034,1678.060059,1815.430054,1815.430054,1457229952
2017-12-16,1824.849976,1890.060059,1769.500000,1801.880005,1801.880005,971254976
2017-12-17,1812.329956,1939.930054,1806.650024,1862.880005,1862.880005,1020590016
2017-12-18,1869.209961,2353.639893,1799.119995,2196.639893,2196.639893,2538650112
2017-12-19,2199.060059,2918.929932,2160.919922,2805.889893,2805.889893,3913339904
2017-12-20,2825.030029,4355.620117,2825.030029,3923.070068,3923.070068,11889600512
2017-12-21,3909.000000,3909.000000,3038.010010,3267.169922,3267.169922,3664329984
2017-12-22,3324.000000,3369.550049,1938.359985,2696.689941,2696.689941,3877769984
2017-12-23,2746.949951,3479.709961,2684.820068,3257.080078,3257.080078,2843310080
2017-12-24,3260.550049,3260.550049,2573.439941,2903.120117,2903.120117,1712160000
2017-12-25,2929.350098,3099.620117,2755.600098,2954.689941,2954.689941,1355440000
